company,phone,Technology,Announced,Dimensions,Weight,Size,Resolution,OS,Chipset,CPU,GPU,Card_slot,Internal,Primary,Secondary,3point5mm_jack,WLAN,Bluetooth,GPS,USB,Price_group,Stand_by,Talk_time
QMOBILE,QMobile Noir i6,GSM / HSPA,"2014, May",135 x 66.5 x 9.1 mm (5.31 x 2.62 x 0.36 in),88.2 g (3.10 oz),4.5 inches (~62.2% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),"Android OS, v4.2 (Jelly Bean), upgradable to v4.4 (KitKat)",Mediatek MT6582,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB","8 GB, 1 GB RAM","5 MP, autofocus, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP",A-GPS only,microUSB v2.0,10-Mar,Up to 386 h (2G) / Up to 386 h (3G),Up to 16 h 30 min (2G) / Up to 11 h (3G)
QMOBILE,QMobile Noir i9,GSM / HSPA,"2014, May",146 x 74 x 9.3 mm (5.75 x 2.91 x 0.37 in),167 g (5.89 oz),5.0 inches (~63.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),"Android OS, v4.2 (Jelly Bean), upgradable to v4.4 (KitKat)",Mediatek MT6582,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB","4 GB, 1 GB RAM","8 MP, autofocus, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS","microUSB v2.0, USB Host",10-Mar,Up to 260 h (2G) / Up to 260 h (3G),Up to 16 h (2G) / Up to 10 h 30 min (3G)
QMOBILE,QMobile Noir V4,GSM / HSPA,"2014, January",161 x 82.5 x 9.3 mm (6.34 x 3.25 x 0.37 in),220 g (7.76 oz),5.7 inches (~67.4% screen-to-body ratio),720 x 1280 pixels (~258 ppi pixel density),"Android OS, v4.2 (Jelly Bean)",Mediatek MT6589,Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,No,"16 GB, 1 GB RAM","12 MP, autofocus, dual-LED flash",5 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot",v4.0,"Yes, with A-GPS","microUSB v2.0, USB Host",10-Apr,Up to 220 h (3G),Up to 8 h (3G)
QMOBILE,QMobile Noir A15 3D,GSM / HSPA,"2013, July",147 x 77 x 11.8 mm (5.79 x 3.03 x 0.46 in),-,5.0 inches (~62.9% screen-to-body ratio),480 x 800 pixels (~187 ppi pixel density),"Android OS, v4.1 (Jelly Bean)",Mediatek MT6577T,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX531,"microSD, up to 32 GB","4 GB, 512 MB RAM","5 MP, LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, hotspot",v4.0,"Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 225 h (3G),Up to 4 h 30 min (3G)
SONY,Sony Ericsson Xperia Arc S,GSM / HSPA,"2011, August. Released 2011, September",125 x 63 x 8.7 mm (4.92 x 2.48 x 0.34 in),117 g (4.13 oz),4.2 inches (~61.7% screen-to-body ratio),480 x 854 pixels (~233 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), v4.0.4 (Ice Cream Sandwich), not upgradable to v4.1 (Jelly Bean)",Qualcomm MSM8255T Snapdragon S2,1.4 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included","1 GB (320 MB user available), 512 MB RAM","8 MP, autofocus, LED flash, check quality",No,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS; GLONASS","microUSB v2.0, USB Host",10-May,Up to 460 h (2G) / Up to 460 h (3G),Up to 7 h 25 min (2G) / Up to 7 h 35 min (3G)
SONY,Sony Ericsson Xperia neo V,GSM / HSPA,"2011, August. Released 2011, October",116 x 57 x 13 mm (4.57 x 2.24 x 0.51 in),126 g (4.44 oz),3.7 inches (~57.1% screen-to-body ratio),480 x 854 pixels (~265 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), planned upgrade to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 2 GB included","1 GB (320 MB user available), 512 MB RAM","5 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS","microUSB v2.0, USB Host",10-Mar,Up to 430 h (2G) / Up to 400 h (3G),Up to 6 h 55 min (2G) / Up to 7 h (3G)
SONY,Sony Ericsson Live with Walkman,GSM / HSPA,"2011, August. Released 2011, October",106 x 56.5 x 14.2 mm (4.17 x 2.22 x 0.56 in),115 g (4.06 oz),3.2 inches (~50.9% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),"Android OS, v2.3 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 2 GB included","320 MB, 512 MB RAM","5 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS","microUSB v2.0, USB Host",10-Mar,Up to 350 h (2G) / Up to 400 h (3G),Up to 14 h 15 min (2G) / Up to 6 h 42 min (3G)
SONY,Sony Ericsson Xperia ray,GSM / HSPA,"2011, June. Released 2011, August",111 x 53 x 9.4 mm (4.37 x 2.09 x 0.37 in),100 g (3.53 oz),3.3 inches (~51.0% screen-to-body ratio),480 x 854 pixels (~297 ppi pixel density),"Android OS, v2.3 (Gingerbread), upgradable to v4.0.4 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 4 GB included","1 GB (300 MB user available), 512 MB RAM","8 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 430 h (2G) / Up to 440 h (3G),Up to 6 h 50 min (2G) / Up to 7 h (3G)
SONY,Sony Ericsson Xperia active,GSM / HSPA,"2011, June. Released 2011, October",92 x 55 x 16.5 mm (3.62 x 2.17 x 0.65 in),110.8 g (3.88 oz),3.0 inches (~53.0% screen-to-body ratio),320 x 480 pixels (~192 ppi pixel density),"Android OS, v2.3 (Gingerbread), planned upgrade to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 2 GB included","1 GB (320 MB user available), 512 MB RAM","5 MP, autofocus, LED flash, check quality",No,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 351 h (2G) / Up to 335 h (3G),Up to 4 h 53 min (2G) / Up to 5 h 31 min (3G)
SONY,Sony Ericsson Xperia mini,GSM / HSPA,"2011, May. Released 2011, August",88 x 52 x 16 mm (3.46 x 2.05 x 0.63 in),99 g (3.49 oz),3.0 inches (~58.6% screen-to-body ratio),320 x 480 pixels (~192 ppi pixel density),"Android OS, v2.3 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 2 GB included","512 MB RAM, 320 MB","5 MP, autofocus, LED flash, check quality",No,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 340 h (2G) / Up to 320 h (3G),Up to 4 h 30 min (2G) / Up to 4 h 30 min (3G)
SONY,Sony Ericsson Xperia mini pro,GSM / HSPA,"2011, May. Released 2011, August",92 x 53 x 18 mm (3.62 x 2.09 x 0.71 in),136 g (4.80 oz),3.0 inches (~55.0% screen-to-body ratio),320 x 480 pixels (~192 ppi pixel density),"Android OS, v2.3 (Gingerbread), v4.0 (Ice Cream Sandwich), not upgradable to v4.1 (Jelly Bean)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 2 GB included","512 MB RAM, 400 MB","5 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 331 h (2G) / Up to 340 h (3G),Up to 5 h 40 min (2G) / Up to 5 h 25 min (3G)
SONY,Sony Ericsson W8,GSM / HSPA,"2011, April. Released 2011, May",99 x 54 x 15 mm (3.90 x 2.13 x 0.59 in),104 g (3.67 oz),3.0 inches (~50.1% screen-to-body ratio),320 x 480 pixels (~192 ppi pixel density),"Android OS, v2.1 (Eclair)",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,"microSD, up to 16 GB (dedicated slot)","128 MB, 168 MB RAM","3.15 MP, check quality",No,Yes,Wi-Fi 802.11 b/g,"v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 446 h (2G) / Up to 476 h (3G),Up to 4 h 45 min
SONY,Sony Ericsson Xperia PLAY,GSM / HSPA,"2011, February. Released 2011, March",119 x 62 x 16 mm (4.69 x 2.44 x 0.63 in),175 g (6.17 oz),4.0 inches (~59.8% screen-to-body ratio),480 x 854 pixels (~245 ppi pixel density),"Android OS, v2.3.4 (Gingerbread)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included","400 MB, 512 MB RAM","5 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS, GLONASS","microUSB v2.0, USB Host",10-Mar,Up to 425 h (2G) / Up to 413 h (3G),Up to 8 h 25 min (2G) / Up to 6 h 25 min (3G)
SONY,Sony Ericsson Xperia pro,GSM / HSPA,"2011, February. Released 2011, October",120 x 57 x 13.5 mm (4.72 x 2.24 x 0.53 in),142 g (5.01 oz),3.7 inches (~55.2% screen-to-body ratio),480 x 854 pixels (~265 ppi pixel density),"Android OS, v2.3 (Gingerbread), planned upgrade to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included","1 GB (320 MB user available), 512 MB RAM","8 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP","Yes, with A-GPS; GLONASS",microUSB v2.0,10-Apr,Up to 430 h (2G) / Up to 400 h (3G),Up to 6 h 55 min (2G) / Up to 7 h (3G)
SONY,Sony Ericsson Xperia Neo,GSM / HSPA,"2011, February. Released 2011, March",116 x 57 x 13 mm (4.57 x 2.24 x 0.51 in),126 g (4.44 oz),3.7 inches (~57.1% screen-to-body ratio),480 x 854 pixels (~265 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included","320 MB, 512 MB RAM","8 MP, autofocus, LED flash, check quality",Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 430 h (2G) / Up to 400 h (3G),Up to 6 h 55 min (2G) / Up to 7 h (3G)
SONY,Sony Ericsson Xperia Arc,GSM / HSPA,"2011, January. Released 2011, March",125 x 63 x 8.7 mm (4.92 x 2.48 x 0.34 in),117 g (4.13 oz),4.2 inches (~61.7% screen-to-body ratio),480 x 854 pixels (~233 ppi pixel density),"Android OS, v2.3 (Gingerbread), planned upgrade to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included","320 MB, 512 MB RAM","8 MP, autofocus, LED flash, check quality",No,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 430 h (2G) / Up to 400 h (3G),Up to 7 h (2G) / Up to 7 h (3G)
SONY,Sony Ericsson Xperia PLAY CDMA,CDMA / EVDO,"2011, February. Released 2011, May",119 x 62 x 16 mm (4.69 x 2.44 x 0.63 in),175 g (6.17 oz),4.0 inches (~59.8% screen-to-body ratio),480 x 854 pixels (~245 ppi pixel density),"Android OS, v2.3.4 (Gingerbread)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included","400 MB, 512 MB RAM","5 MP, autofocus, LED flash",Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 405 h,Up to 7 h 40 min
SONY,Sony Ericsson Xperia X8,GSM / HSPA,"2010, June. Released 2010, September",99 x 54 x 15 mm (3.90 x 2.13 x 0.59 in),104 g (3.67 oz),3.0 inches (~50.1% screen-to-body ratio),320 x 480 pixels (~192 ppi pixel density),"Android OS, v1.6 (Donut), upgradable to v2.1 (Eclair)",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,"microSD, up to 16 GB (dedicated slot), 2 GB included","128 MB, 168 MB RAM","3.15 MP, check quality",No,Yes,Wi-Fi 802.11 b/g,"v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 446 h (2G) / Up to 476 h (3G),Up to 4 h 45 min (2G) / Up to 5 h 40 min (3G)
SONY,Sony Ericsson Xperia X10 mini pro,GSM / HSPA,"2010, February. Released 2010, June",90 x 52 x 17 mm (3.54 x 2.05 x 0.67 in),120 g (4.23 oz),2.55 inches (~43.0% screen-to-body ratio),240 x 320 pixels (~157 ppi pixel density),"Android OS, v1.6 (Donut), upgradable to v2.1 (Eclair)",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,"microSD, up to 16 GB (dedicated slot), 2 GB included",128 MB,"5 MP, autofocus, LED flash, check quality",No,Yes,"Wi-Fi 802.11 b/g, hotspot (v2.2 or higher)","v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 285 h (2G) / Up to 360 h (3G),Up to 4 h (2G) / Up to 3 h 30 min (3G)
SONY,Sony Ericsson Xperia X10 mini,GSM / HSPA,"2010, February. Released 2010, May",83 x 50 x 16 mm (3.27 x 1.97 x 0.63 in),88 g (3.10 oz),2.55 inches (~48.5% screen-to-body ratio),240 x 320 pixels (~157 ppi pixel density),"Android OS, v1.6 (Donut), upgradable to v2.1 (Eclair)",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,"microSD, up to 32 GB (dedicated slot), 2 GB included",128 MB,"5 MP, autofocus, LED flash, check quality",No,Yes,"Wi-Fi 802.11 b/g, hotspot (v2.2 or higher)","v2.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 285 h (2G) / Up to 360 h (3G),Up to 4 h (2G) / Up to 3 h 30 min (3G)
SONY,Sony Ericsson Aspen,GSM / HSPA,"2010, February. Released 2010, July",117 x 60 x 12.5 mm (4.61 x 2.36 x 0.49 in),130 g (4.59 oz),2.4 inches (~25.4% screen-to-body ratio),320 x 240 pixels (~167 ppi pixel density),Microsoft Windows Mobile 6.5.3 Professional,Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,"microSD, up to 16 GB (dedicated slot), 4 GB included","256 MB RAM, 256 MB ROM, 100 MB","3.15 MP, check quality",No,Yes,"Yes, Wi-Fi 802.11b/g","v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 560 h (2G) / Up to 500 h (3G),Up to 6 h 30 min (2G) / Up to 7 h 30 min (3G)
SONY,Sony Ericsson Xperia X10,GSM / HSPA,"2009, November. Released 2010, March",119 x 63 x 13 mm (4.69 x 2.48 x 0.51 in),135 g (4.76 oz),4.0 inches (~58.8% screen-to-body ratio),480 x 854 pixels (~245 ppi pixel density),"Android OS, v1.6 (Donut), upgradable to v2.3 (Gingerbread)",Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,"microSD, up to 32 GB (dedicated slot), 8 GB included","1 GB, 384 MB RAM","8 MP, autofocus, LED flash, check quality",No,Yes,"Wi-Fi 802.11 b/g, DLNA, hotspot","v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 415 h (2G) / Up to 425 h (3G),Up to 10 h (2G) / Up to 8 h (3G)
SONY,Sony Ericsson Xperia X2,GSM / HSPA,"2009, September. Released 2010, January",110 x 54 x 16 mm (4.33 x 2.13 x 0.63 in),155 g (5.47 oz),3.2 inches (~49.1% screen-to-body ratio),480 x 800 pixels (~292 ppi pixel density),Microsoft Windows Mobile 6.5/6.5.2 Professional,Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,"microSD, up to 16 GB (dedicated slot)","110 MB, 256 MB RAM, 512 MB ROM","8 MP, autofocus, LED flash, check quality",Videocall (via SW update),Yes,"Wi-Fi 802.11b/g, DLNA","v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 500 h (2G) / Up to 640 h (3G),Up to 10 h (2G) / Up to 6 h (3G)
TOSHIBA,Toshiba Excite 13 AT335,GSM / HSPA,"2012, April",343.8 x 211.2 x 9.8 mm (13.54 x 8.31 x 0.39 in),998 g (2.20 lb),13.3 inches (~88.8% screen-to-body ratio),1600 x 900 pixels (~120 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich)",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce 2,"SD/microSD, up to 32 GB (dedicated slot)","32/64 GB, 1 GB RAM","5 MP, autofocus, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot",v3.0,"Yes, with A-GPS",miniUSB v2.0,10-Sep,Up to 168 h,Up to 13 h
TOSHIBA,Toshiba Excite 10 AT305,No cellular connectivity,"2012, April",262 x 178 x 9 mm (10.31 x 7.01 x 0.35 in),599 g (1.32 lb),10.1 inches (~63.4% screen-to-body ratio),1280 x 800 pixels (~149 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich)",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce 2,"SD/microSD, up to 32 GB (dedicated slot)","16/32/64 GB, 1 GB RAM","5 MP, autofocus, LED flash",2 MP,Yes,Wi-Fi 802.11 b/g/n,"v3.0, A2DP",Yes,"microUSB v2.0, USB Host",10-Jun,Up to 168 h,Up to 10 h
TOSHIBA,Toshiba Windows Phone IS12T,GSM / CDMA / EVDO,"2011, July",118 x 59 x 10.6 mm (4.65 x 2.32 x 0.42 in),113 g (3.99 oz),3.7 inches (~56.0% screen-to-body ratio),480 x 800 pixels (~252 ppi pixel density),Microsoft Windows Phone 7.5 Mango,Qualcomm MSM8655 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,No,32 GB (28 GB user available),"13.2 MP, autofocus, LED flash",No,Yes,Wi-Fi 802.11b/g/n,"v2.1, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Sep,Up to 280 h,Up to 6 h 40 min
TOSHIBA,Toshiba TG01,GSM / HSPA,"2009, January. Released 2009, June",130 x 70 x 9.9 mm (5.12 x 2.76 x 0.39 in),129 g (4.55 oz),4.1 inches (~52.6% screen-to-body ratio),480 x 800 pixels (~228 ppi pixel density),"Microsoft Windows Mobile 6.1 Professional, upgradeable to Windows Mobile 6.5",Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,"microSD, up to 32 GB (dedicated slot)","256 MB RAM, 512 MB ROM","3.15 MP, autofocus",No,No,Wi-Fi 802.11b/g,"v2.0, A2DP","Yes, with A-GPS",microUSB,10-Aug,Up to 276 h (2G) / Up to 220 h (3G),Up to 5 h (2G) / Up to 4 h (3G)
TOSHIBA,Toshiba G910 / G920,GSM / HSPA,"2008, January. Released 2008, June","117 x 64 x 19.8 mm, 145 cc (4.61 x 2.52 x 0.78 in)",183 g (6.46 oz),3.0 inches (~34.2% screen-to-body ratio),800 x 480 pixels (Wide-VGA) (~311 ppi pixel density),Microsoft Windows Mobile 6 Professional,Qualcomm MSM7200,400 MHz ARM 11,Adreno 130,"microSD, up to 2 GB (dedicated slot)","128 MB RAM, 256 MB ROM","2 MP, autofocus",VGA videocall camera,No,"Wi-Fi 802.11b/g, VoIP over WLAN","v2.0, A2DP","Yes, with A-GPS",Yes,10-Apr,Up to 330 h,Up to 4 h 25 min
VERTU,Vertu Aster,GSM / HSPA / LTE,"2014, October",143.4 x 69 x 11.2 mm (5.65 x 2.72 x 0.44 in),193 g (6.81 oz),4.7 inches (~60.5% screen-to-body ratio),1080 x 1920 pixels (~473 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Qualcomm Snapdragon 801,Quad-core 2.3 GHz Krait 400,Adreno 330,No,"64 GB, 2 GB RAM","13 MP (Hasselblad certified), autofocus, dual-LED flash",2.1 MP,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","v4.0, A2DP, aptX, LE","Yes, with A-GPS, GLONASS","microUSB v2.0, USB Host",10-Oct,Up to 380 h (3G),Up to 15 h 30 min (3G)
VERTU,Vertu Signature Touch,GSM / HSPA / LTE,"2014, June",145 x 69 x 10.7 mm (5.71 x 2.72 x 0.42 in),192 g (6.77 oz),4.7 inches (~60.9% screen-to-body ratio),1080 x 1920 pixels (~469 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Qualcomm Snapdragon 801,Quad-core 2.3 GHz Krait 400,Adreno 330,No,"64 GB, 2 GB RAM","13 MP (Hasselblad certified), autofocus, dual-LED flash",2.1 MP,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","v4.0, A2DP, LE","Yes, with A-GPS, GLONASS","microUSB v2.0, USB Host",10-Oct,Up to 380 h,Up to 15 h 30 min
VERYKOOL,verykool s5017Q Dorado,GSM / HSPA,"2015, November",148.3 x 71.1 x 8.4 mm (5.84 x 2.80 x 0.33 in),161 g (5.68 oz),5.0 inches (~65.3% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),"Android OS, v4.4.2 (KitKat), upgradable to v5.0 (Lollipop)",Mediatek MT6582M,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB","8 GB, 1 GB RAM","8 MP, autofocus, LED flash",5 MP,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","v4.0, A2DP, LE","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 240 h (3G),Up to 7 h (3G)
VERYKOOL,verykool s5518Q Maverick,GSM / HSPA,"2015, November",157.5 x 77.7 x 8.1 mm (6.20 x 3.06 x 0.32 in),170 g (6.00 oz),5.5 inches (~68.1% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),"Android OS, v4.4.2 (KitKat), upgradable to v5.0 (Lollipop)",Mediatek MT6582M,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB","8 GB, 1 GB RAM","8 MP, autofocus, LED flash",5 MP,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","v4.0, A2DP, LE","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 288 h (3G),Up to 10 h (3G)
VERYKOOL,verykool s5518 Maverick,GSM / HSPA,"2015, July",157 x 77.7 x 8.1 mm (6.18 x 3.06 x 0.32 in),172 g (6.07 oz),5.5 inches (~68.4% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),"Android OS, v4.4.2 (KitKat), upgradable to v5.0 (Lollipop)",Mediatek MT6582M,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB","8 GB, 1 GB RAM","8 MP, autofocus, LED flash",5 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, LE","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 288 h (3G),Up to 10 h (3G)
VERYKOOL,verykool s5012 Orbit,GSM / HSPA,"2014, October",146.1 x 74.8 x 9.5 mm (5.75 x 2.94 x 0.37 in),159 g (5.61 oz),5.0 inches (~63.0% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Mediatek MT6572,Dual-core 1.2 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB","4 GB, 512 MB RAM","8 MP, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot",v4.0,"Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 240 h (3G),Up to 5 h (3G)
VERYKOOL,verykool SL4500 Fusion,GSM / HSPA / LTE,"2015, March",131.6 x 65.6 x 8.9 mm (5.18 x 2.58 x 0.35 in),130 g (4.59 oz),4.5 inches (~64.6% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),"Android OS, v4.4.4 (KitKat)",Qualcomm MSM8916 Snapdragon 410,Quad-core 1.2 GHz Cortex-A53,Adreno 306,"microSD, up to 64 GB","8 GB, 1 GB RAM","8 MP, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, LE","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 240 h (3G),Up to 7 h (3G)
VERYKOOL,verykool s4510 Luna,GSM / HSPA,"2014, September",136 x 67.5 x 10.2 mm (5.35 x 2.66 x 0.40 in),142 g (5.01 oz),4.5 inches (~62.8% screen-to-body ratio),480 x 800 pixels (~207 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Mediatek MT6572,Dual-core 1.2 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",5 MP,VGA,Yes,"Wi-Fi 802.11 b/g/n, hotspot",v4.0,"Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 192 h (3G),Up to 8 h (3G)
VERYKOOL,verykool s5014 Atlas,GSM / HSPA,"2015, February",149 x 76.6 x 8.3 mm (5.87 x 3.02 x 0.33 in),112 g (3.95 oz),5.0 inches (~60.4% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Mediatek MT6582M,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB","8 GB, 1 GB RAM","8 MP, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, LE","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 240 h (3G),Up to 7 h (3G)
VERYKOOL,verykool s5015 Spark II,GSM / HSPA,"2015, January",143.5 x 71.5 x 8 mm (5.65 x 2.81 x 0.31 in),135 g (4.76 oz),5.0 inches (~67.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Mediatek MT6582M,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB","8 GB, 1 GB RAM","8 MP, dual-LED flash","5 MP, LED flash",Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, LE","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 312 h (3G),Up to 10 h (3G)
