company,phone,Technology,Announced,Dimensions,Weight,Size,Resolution,OS,Chipset,CPU,GPU,Card_slot,Internal,Primary,Secondary,3point5mm_jack,WLAN,Bluetooth,GPS,USB,Price_group,Stand_by,Talk_time
LG,LG GB230 Julia,GSM,"2009, May. Released 2009, September",101.2 x 49.2 x 15.7 mm (3.98 x 1.94 x 0.62 in),89 g (3.14 oz),2.0 inches (~25.3% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",6 MB,2 MP,No,No,No,"v2.1, A2DP",No,v2.0,10-Jan,Up to 400 h,Up to 5 h
LG,LG GD330,GSM,"2009, April. Released 2009, July",102.7 x 50.8 x 11.9 mm (4.04 x 2.0 x 0.47 in),102 g (3.60 oz),2.2 inches (~28.7% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,"microSD, up to 8 GB (dedicated slot)",20 MB,2 MP,No,No,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 450 h,Up to 5 h
LG,LG KS660,GSM,"2009, February. Released 2009, May",105 x 55 x 15 mm (4.13 x 2.17 x 0.59 in),110 g (3.88 oz),3.0 inches (~44.4% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,"microSD, up to 8 GB (dedicated slot)",85 MB,"5 MP, autofocus, LED flash",No,No,No,"v2.0, A2DP",Np,v2.0,10-Feb,Up to 250 h,Up to 3 h 30 min
LG,LG GB125,GSM,"2009, March. Released 2009, July",87 x 45 x 19.3 mm (3.43 x 1.77 x 0.76 in),90 g (3.17 oz),1.5 inches (~18.5% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,Yes,,,No,No,No,No,No,10-Jan,Up to 440 h,Up to 6 h 30 min
LG,LG Xenon GR500,GSM / HSPA,"2009, March. Released 2009, April",105.5 x 53.5 x 15.8 mm (4.15 x 2.11 x 0.62 in),108 g (3.81 oz),2.8 inches (~39.5% screen-to-body ratio),240 x 400 pixels (~167 ppi pixel density),,,,,"microSD, up to 16 GB (dedicated slot)",80 MB,"2 MP, flash",No,No,No,"v2.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 264 h,Up to 4 h
LG,LG GB210,GSM,"2009, March. Released 2009, May",103.7 x 47 x 15.6 mm (4.08 x 1.85 x 0.61 in),79 g (2.79 oz),1.77 inches (~19.9% screen-to-body ratio),120 x 160 pixels (~113 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",4 MB,1.3 MP,No,No,No,"v2.0, A2DP",No,Yes,10-Jan,Up to 500 h,Up to 5 h
LG,LG GM200 Brio,GSM,"2009, March. Released 2009, June",106 x 48 x 14.4 mm (4.17 x 1.89 x 0.57 in),85 g (3.00 oz),2.0 inches (~24.7% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",14 MB,2 MP,No,Yes,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 450 h,8 h 24 min
LG,LG KC560,GSM,"2009, March. Released 2009",106 x 51.4 x 14.9 mm (4.17 x 2.02 x 0.59 in),100 g (3.53 oz),2.4 inches (~32.7% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,"microSD, up to 8 GB (dedicated slot)",30 MB,"3.15 MP, autofocus, flash",No,No,No,"v2.1, A2DP",No,v2.0,10-Mar,Up to 350 h,Up to 4 h
LG,LG KM900 Arena,GSM / HSPA,"2009, February. Released 2009, April",105.9 x 55.3 x 12 mm (4.17 x 2.18 x 0.47 in),105 g (3.70 oz),3.0 inches (~43.7% screen-to-body ratio),480 x 800 pixels (~311 ppi pixel density),,,,,"microSD, up to 32 GB (dedicated slot)",8 GB,"5 MP, Schneider-Kreuznach optics, autofocus, LED flash",Videocall camera,Yes,Wi-Fi 802.11b/g,"v2.0, A2DP","Yes, with A-GPS; Google maps",v2.0,10-Feb,Up to 300 h,Up to 3 h 50 min
LG,LG GM730 Eigen,GSM / HSPA,"2009, February. Released 2009, August",109.8 x 56.5 x 11.9 mm (4.32 x 2.22 x 0.47 in),,3.0 inches (~41.3% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,"microSD, up to 16 GB (dedicated slot)",,"5 MP, Schneider-Kreuznach optics, autofocus",Videocall camera,No,Wi-Fi 802.11b/g,Yes,"Yes, with A-GPS",microUSB,10-Mar,,
LG,LG KC910i Renoir,GSM / HSPA,"2009, February. Released 2009, May",107.8 x 55.9 x 14 mm (4.24 x 2.20 x 0.55 in),114 g (4.02 oz),3.0 inches (~42.5% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,"microSD, up to 16 GB (dedicated slot)",1/2 GB,"8 MP, Schneider-Kreuznach optics, auto/manual focus, xenon flash",VGA videocall camera,No,Wi-Fi 802.11b/g,"v2.1, A2DP","Yes, with A-GPS",v2.0,10-Mar,Up to 264 h,Up to 3 h
LG,LG GB250,GSM / HSPA,"2009, February. Released 2009",97.6 x 48.8 x 16.9 mm (3.84 x 1.92 x 0.67 in),-,2.0 inches (~26.4% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",22 MB,1.3 MP,No,No,No,v2.0,No,Yes,10-Mar,Up to 100 h,Up to 4 h
LG,LG GB220,GSM,"2009, February. Released 2009, August",105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in),72 g (2.54 oz),1.76 inches (~20.2% screen-to-body ratio),176 x 220 pixels (~160 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",6 MB,1.3 MP,No,No,No,v2.0,No,Yes,10-Jan,Up to 300 h,Up to 3 h 20 min
LG,LG GB102,GSM,"2009, February. Released 2009, August",103 x 45 x 14 mm (4.06 x 1.77 x 0.55 in),-,1.5 inches (~15.7% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,,,,No,No,No,No,No,10-Jan,Up to 400 h,Up to 6 h 30 min
LG,LG KT770,GSM / HSPA,"2009, February. Released 2009, Q2",111 x 51.5 x 15.8 mm (4.37 x 2.03 x 0.62 in),,2.8 inches (~39.0% screen-to-body ratio),240 x 400 pixels (~167 ppi pixel density),Symbian OS 9.3 Series60 rel. 3.2.3,,,,"microSD, up to 16 GB (dedicated slot)",120 MB,"5 MP, autofocus, LED flash",VGA videocall camera,No,"Yes, Wi-Fi 802.11b/g",v2.0,"Yes, with A-GPS",Yes,,,
LG,LG GB130,GSM,"2009, February. Released 2009",103 x 47 x 15.6 mm (4.06 x 1.85 x 0.61 in),,2.0 inches (~25.6% screen-to-body ratio),120 x 160 pixels (~100 ppi pixel density),,,,,No,64 MB,,,No,No,No,No,Yes,10-Jan,,
LG,LG GM310,GSM / HSPA,"2009, February. Released 2009, July",104.7 x 51.9 x 13.9 mm (4.12 x 2.04 x 0.55 in),115 g (4.06 oz),2.2 inches (~27.6% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,"microSD, up to 32 GB (dedicated slot)",12 MB,"3.15 MP, autofocus",No,Yes,No,"v2.1, A2DP",No,v2.0,10-Mar,Up to 253 h (2G) / Up to 322 h (3G),Up to 3 h 30 min (2G) / Up to 3 h 30 min (3G)
LG,LG GM210,GSM,"2009, April. Released 2009, July",104 x 48 x 15.8 mm (4.09 x 1.89 x 0.62 in),100 g (3.53 oz),2.0 inches (~24.8% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot), 2 GB included",50 MB,2 MP,No,Yes,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 250 h,Up to 3 h
LG,LG KM330,GSM,"2009, February. Released 2009, April",108.2 x 47.2 x 13.8 mm (4.26 x 1.86 x 0.54 in),84 g (2.96 oz),2.0 inches (~24.3% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,"microSD, up to 8 GB (dedicated slot)",90 MB,"3.15 MP, autofocus, LED flash",No,No,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 400 h,Up to 4 h
LG,LG GB110,GSM,"2009, January. Released 2009",103 x 45 x 14.6 mm (4.06 x 1.77 x 0.57 in),65 g (2.29 oz),1.5 inches (~15.7% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",1 MB,VGA,No,No,No,No,No,v2.0,10-Jan,Up to 440 h,Up to 6 h 30 min
LG,LG GB106,GSM,"2009, January. Released 2009, March",102 x 45 x 14.6 mm (4.02 x 1.77 x 0.57 in),70 g (2.47 oz),1.5 inches (~15.8% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,1 MB,,,No,No,No,No,No,10-Feb,Up to 440 h,Up to 6 h 30 min
LG,LG GD910,GSM / HSPA,"2009, January. Released 2009, August",49 x 39 x 13.8 mm (1.93 x 1.54 x 0.54 in),84.0 g (2.96 oz),1.43 inches (~33.7% screen-to-body ratio),128 x 160 pixels (~143 ppi pixel density),Proprietary OS,,,,No,2 GB,VGA,No,No,No,v2.0,No,No,10-Jun,Up to 247 h,Up to 2 h
LG,LG CT810 Incite,GSM / HSPA,"2008, November. Released 2009, Q2",107 x 55.9 x 14 mm (4.21 x 2.20 x 0.55 in),119.9 g (3.84 oz),3.0 inches (~42.8% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,"microSD, up to 16 GB (dedicated slot)","128 MB RAM, 256 MB ROM",3.15 MP,No,Yes,Wi-Fi 802.11 b/g,"v2.0, A2DP","Yes, with A-GPS",v2.0,10-Feb,Up to 500 h,Up to 8 h
LG,LG KP152,GSM,"2008, September. Released 2008",88 x 47 x 17.3 mm (3.46 x 1.85 x 0.68 in),80 g (2.82 oz),1.5 inches (~17.5% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,,VGA,No,No,No,No,No,Yes,10-Feb,Up to 350 h,Up to 3 h 30 min
LG,LG KS500,GSM / HSPA,"2008, October. Released 2009, March",102.8 x 49.2 x 14.9 mm (4.05 x 1.94 x 0.59 in),106 g (3.74 oz),2.0 inches (~24.5% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,"microSD, up to 8 GB (dedicated slot)",100 MB,3.15 MP,Videocall camera,No,No,"v2.0, A2DP","Yes, with A-GPS",v2.0,10-Feb,Up to 300 h,Up to 4 h
LG,LG KF900 Prada,GSM / HSPA,"2008, October. Released 2008, December",104.5 x 54 x 16.8 mm (4.11 x 2.13 x 0.66 in),130 g (4.59 oz),3.0 inches (~45.4% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,"microSD, up to 16 GB (dedicated slot)",60 MB,"5 MP, Schneider-Kreuznach optics, autofocus, LED flash",Videocall camera,No,Wi-Fi 802.11 b/g,"v2.1, A2DP",No,v2.0,10-Mar,Up to 400 h,Up to 3 h
LG,LG KC780,GSM,"2008, October. Released 2008, November",107 x 52 x 13.9 mm (4.21 x 2.05 x 0.55 in),119 g (4.20 oz),2.4 inches (~32.1% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,"microSD, up to 8 GB (dedicated slot)",140 MB,"8 MP, Schneider-Kreuznach optics, autofocus, LED flash",No,No,No,"v2.1, A2DP",No,v2.0,10-Mar,Up to 450 h,Up to 6 h
LG,LG KP500 Cookie,GSM,"2008, September. Released 2008, December",106.5 x 55.4 x 11.9 mm (4.19 x 2.18 x 0.47 in),89 g (3.14 oz),3.0 inches (~43.4% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,"microSD, up to 16 GB (dedicated slot)",48 MB,3.15 MP,No,No,No,"v2.1, A2DP",No,v2.0,10-Feb,Up to 350 h,Up to 3 h 30 min
LG,LG KP501 Cookie,GSM,"2009, January. Released 2009, February",106.5 x 55.4 x 11.9 mm (4.19 x 2.18 x 0.47 in),89 g (3.14 oz),3.0 inches (~43.4% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,"microSD, up to 16 GB (dedicated slot)",48 MB,3.15 MP,No,No,No,"v2.1, A2DP",No,v2.0,10-Feb,Up to 350 h,Up to 3 h 30 min
LG,LG KP502 Cookie,GSM,"2009, June. Released 2009, June",106.5 x 55.4 x 11.9 mm (4.19 x 2.18 x 0.47 in),89 g (3.14 oz),3.0 inches (~43.4% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,"microSD, up to 16 GB (dedicated slot)",48 MB,3.15 MP,No,No,No,"v2.1, A2DP",No,v2.0,10-Mar,Up to 350 h,Up to 3 h 30 min
LG,LG KC910 Renoir,GSM / HSPA,"2008, August. Released 2008, November",107.8 x 55.9 x 14 mm (4.24 x 2.20 x 0.55 in),114 g (4.02 oz),3.0 inches (~42.5% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,"microSD, up to 16 GB (dedicated slot)",100 MB,"8 MP, Schneider-Kreuznach optics, auto/manual focus, xenon flash",VGA videocall camera,No,Wi-Fi 802.11b/g,"v2.0, A2DP","Yes, with A-GPS",v2.0,10-Mar,Up to 264 h,Up to 3 h
LG,LG KB770,GSM / HSPA,"2008, September. Released 2008, December",108 x 54 x 13 mm (4.25 x 2.13 x 0.51 in),109 g (3.84 oz),3.0 inches (~43.9% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,"microSD, up to 8 GB (dedicated slot)",100 MB,"3.15 MP, autofocus",Videocall camera,No,No,"v2.0, A2DP",No,v2.0,10-Apr,Up to 300 h,Up to 4 h
LG,LG CB630 Invision,GSM / HSPA,"2008, August. Released 2008",103 x 53 x 12 mm (4.06 x 2.09 x 0.47 in),81 g (2.86 oz),2.2 inches (~27.5% screen-to-body ratio),320 x 240 pixels (~182 ppi pixel density),,,,,"microSD, up to 8 GB (dedicated slot)",128 MB,1.3 MP,No,No,No,"v2.0, A2DP",No,Yes,10-Feb,Up to 250 h,Up to 3 h
LG,LG KP270,GSM / UMTS,"2008, December. Released 2008",98 x 48 x 16.9 mm (3.86 x 1.89 x 0.67 in),99 g (3.49 oz),2.0 inches (~26.8% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",32 MB,1.3 MP,No,No,No,"v2.0, A2DP",No,v2.0,10-Apr,Up to 100 h,Up to 4 h
LG,LG KF311,GSM / UMTS,"2009, February. Released 2009",94 x 47 x 16.8 mm (3.70 x 1.85 x 0.66 in),95 g (2.08 oz),2.0 inches (~28.5% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",45 MB,2 MP,VGA videocall camera,No,No,v1.2,No,v2.0,,Up to 443 h,Up to 5 h 36 min
LG,LG CP150,GSM,"2008, November. Released 2009",87.9 x 47 x 18.8 mm (3.46 x 1.85 x 0.74 in),81 g (2.86 oz),1.5 inches (~17.6% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,,,,No,No,No,No,Yes,10-Jan,Up to 456 h,Up to 3 h 30 min
LG,LG KP265,GSM,"2008, July. Released 2008",96 x 46 x 17 mm (3.78 x 1.81 x 0.67 in),90 g (3.17 oz),1.77 inches (~22.3% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",5 MB,1.3 MP,No,Yes,No,"v1.2, A2DP",No,v2.0,10-Jan,Up to 300 h,Up to 3 h
LG,LG KP260,GSM,"2008, September. Released 2009, Q1",96.6 x 46.5 x 16.9 mm (3.80 x 1.83 x 0.67 in),90 g (3.17 oz),1.77 inches (~21.9% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",5 MB,1.3 MP,No,No,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 250 h,Up to 3 h
LG,LG KP199,GSM,"2008, August. Released 2008",105 x 46 x 15 mm (4.13 x 1.81 x 0.59 in),84 g (2.96 oz),1.77 inches (~20.4% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",60 MB,VGA,No,No,No,"v1.2, A2DP",No,v2.0,10-Jan,Up to 720 h,Up to 11 h
LG,LG KP170,GSM,"2008, December. Released 2009",105.2 x 45.6 x 13.9 mm (4.14 x 1.80 x 0.55 in),72 g (2.54 oz),1.77 inches (~20.6% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,No,4 MB,VGA,No,No,No,v2.0,No,v2.0,10-Jan,Up to 100 h,Up to 4 h
LG,LG GT365 Neon,GSM,"2009, March. Released 2009, March",101.5 x 51 x 16.8 mm (4.00 x 2.01 x 0.66 in),108 g (3.81 oz),2.4 inches (~34.5% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",15 MB,2 MP,No,No,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 250 h,Up to 4 h
LG,LG KS360,GSM,"2008, July. Released 2008, July",101.5 x 51 x 16.8 mm (4.00 x 2.01 x 0.66 in),111.5 g (3.92 oz),2.4 inches (~34.5% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",64 MB,2 MP,No,No,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 444 h,Up to 5 h
LG,LG Univa E510,GSM / HSPA,Not officially announced yet,11.9 mm thickness,-,3.2 inches (~45.5% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),"Android OS, v2.3 (Gingerbread)",,800 MHz,,"microSD, up to 32 GB (dedicated slot)",,"5 MP, autofocus",No,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP","Yes, with A-GPS",microUSB v2.0,,,
LG,LG KF390,GSM / HSPA,"2008, July. Released 2009, Q1",99 x 48 x 17.4 mm (3.90 x 1.89 x 0.69 in),110 g (3.88 oz),2.0 inches (~26.5% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,"microSD, up to 8 GB (dedicated slot)",50 MB,2 MP,Videocall camera,No,No,v1.2,No,v2.0,10-Feb,Up to 250 h,Up to 3 h
LG,LG KF350,GSM,"2008, August. Released 2008, November",100.9 x 50.9 x 14.8 mm (3.97 x 2.00 x 0.58 in),102 g (3.60 oz),2.2 inches (~29.2% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,microSD (dedicated slot),30 MB,3.15 MP,No,No,No,"v2.1, A2DP",No,v2.0,10-Feb,Up to 350 h,Up to 5 h
LG,LG KF245,GSM,2008. Released 2008,94 x 47 x 16 mm (3.70 x 1.85 x 0.63 in),91 g (3.21 oz),2.0 inches (~28.5% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",20 MB,2 MP,No,No,No,"v2.0, A2DP",No,v2.0,,Up to 200 h,Up to 3 h
LG,LG KF240,GSM,"2008, May. Released 2009, Q1",94 x 47 x 16 mm (3.70 x 1.85 x 0.63 in),91 g (3.21 oz),2.0 inches (~28.5% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",20 MB,2 MP,No,No,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 200 h,Up to 3 h
LG,LG U370,GSM / UMTS,"2008, March. Released 2008, June",92.5 x 47 x 17.6 mm (3.64 x 1.85 x 0.69 in),89 g (3.14 oz),2.0 inches (~29.0% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD (dedicated slot),60 MB,1.3 MP,No,No,No,v1.2,No,v2.0,10-Jan,,
LG,LG HB620T,GSM / HSPA,"2008, February. Released 2008, May",88.5 x 54.9 x 17.9 mm (3.48 x 2.16 x 0.70 in),110 g (3.88 oz),2.0 inches (~25.5% screen-to-body ratio),320 x 240 pixels (~200 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",100 MB,2 MP,Yes,No,No,"v2.0, A2DP",No,v2.0,10-Feb,,
LG,LG KC550,GSM,"2008, May",96.9 x 51.4 x 14.9 mm (3.81 x 2.02 x 0.59 in),110 g (3.88 oz),2.4 inches (~35.8% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",12 MB,"5 MP, Schneider-Kreuznach optics, autofocus, LED flash",No,No,No,"v2.0, A2DP",No,Yes,10-Feb,Up to 450 h,Up to 6 h
LG,LG KF757 Secret,GSM / HSPA,"2008, April. Released 2008, June",102.8 x 50.8 x 11.8 mm (4.05 x 2.0 x 0.46 in),116 g (4.09 oz),2.4 inches (~34.2% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",100 MB,"5 MP, autofocus, LED flash",Videocall camera,No,"Yes, Wi-Fi 802.11b/g, UMA technology","v2.0, A2DP",No,v2.0,10-Mar,Up to 220 h,Up to 3 h 30 min
LG,LG KF750 Secret,GSM / HSPA,"2008, April. Released 2008, June",102.8 x 50.8 x 11.8 mm (4.05 x 2.0 x 0.46 in),116 g (4.09 oz),2.4 inches (~34.2% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",100 MB,"5 MP, autofocus, LED flash",Videocall camera,No,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 260 h,Up to 4 h
LG,LG KF755 Secret,GSM,"2008, April. Released 2008, December",102.8 x 50.8 x 11.8 mm (4.05 x 2.0 x 0.46 in),112 g (3.95 oz),2.4 inches (~34.2% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",,"5 MP, autofocus, LED flash",No,No,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 275 h,Up to 3 h 20 min
LG,LG CU915 Vu,GSM / HSPA,"2008, March. Released 2008",108 x 54.9 x 13 mm (4.25 x 2.16 x 0.51 in),89.6 g (3.14 oz),3.0 inches (~43.2% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD (dedicated slot),128 MB,"2 MP, LED flash",No,No,No,"v1.2, A2DP",No,v2.0,10-Mar,Up to 250 h,Up to 3 h
LG,LG KF700,GSM / HSPA,"2008, February. Released 2008, June",102 x 51 x 14.5 mm (4.02 x 2.01 x 0.57 in),107 g (3.77 oz),3.0 inches (~44.6% screen-to-body ratio),240 x 480 pixels (~179 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",90 MB,"3.15 MP, autofocus, LED flash",Videocall camera,No,No,"v1.2, A2DP",No,v2.0,10-Mar,Up to 340 h (2G) / Up to 280 h (3G),Up to 3 h (2G) / Up to 3 h (3G)
LG,LG KF600,GSM,"2008, February. Released 2008, March",101.2 x 50.7 x 14.1 mm (3.98 x 2.00 x 0.56 in),107 g (3.77 oz),2.0 inches (~24.1% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,microSD (dedicated slot),25 MB,"3.15 MP, autofocus, LED flash",No,No,No,v2.0,No,v2.0,10-Feb,Up to 480 h,Up to 4 h
LG,LG KF510,GSM,"2008, February. Released 2008, April",104.5 x 49.5 x 10.9 mm (4.11 x 1.95 x 0.43 in),91 g (3.21 oz),2.2 inches (~29.0% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,microSD (dedicated slot),16 MB,"3.15 MP, autofocus, LED flash",No,No,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 400 h,Up to 4 h
LG,LG KT610,GSM / HSPA,"2008, February. Released 2008, September",108.9 x 53.9 x 17.2 mm (4.29 x 2.12 x 0.68 in),125.5 g (4.41 oz),2.4 inches (~30.4% screen-to-body ratio),320 x 240 pixels (~167 ppi pixel density),"Symbian OS v9.2, S60 rel. 3.1",,,,"microSD, up to 8 GB (dedicated slot)",64 MB,2 MP,VGA videocall camera,No,No,v2.0,Yes,Yes,10-Feb,,
LG,LG KP320,GSM,"2008, May",105 x 46 x 13.5 mm (4.13 x 1.81 x 0.53 in),82 g (2.89 oz),2.0 inches (~25.6% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,"microSD, up to 8 GB (dedicated slot)",90 MB,"3.15 MP, autofocus",No,No,No,"v1.2, A2DP",No,v1.2,10-Feb,Up to 240 h,Up to 3 h
LG,LG KT520,GSM / HSPA,"2008, February. Released 2008, August",101.4 x 49.6 x 15.3 mm (3.99 x 1.95 x 0.60 in),97 g (3.42 oz),2.2 inches (~29.8% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,"microSD, up to 4 GB (dedicated slot)",30 MB,3.15 MP,Yes,No,No,v2.0,No,Yes,10-Feb,Up to 290 h,Up to 3 h 30 min
LG,LG KM710,GSM,"2008, February. Released 2008, July",103 x 48 x 15.4 mm (4.06 x 1.89 x 0.61 in),118 g (4.16 oz),2.0 inches (~25.1% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",15 MB,"3.15 MP, autofocus",No,No,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 250 h,Up to 3 h
LG,LG MG295,GSM,"2008, January. Released 2008",90 x 45.6 x 19.4 mm (3.54 x 1.80 x 0.76 in),80 g (2.82 oz),,176 x 220 pixels,,,,,"microSD (dedicated slot), 512 MB included",,1.3 MP,No,No,No,Yes,No,Yes,10-Feb,,
LG,LG KF310,GSM / UMTS,"2008, February. Released 2007, May",97 x 48 x 16.8 mm (3.82 x 1.89 x 0.66 in),95 g (3.35 oz),2.0 inches (~27.0% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD (dedicated slot),40 MB,2 MP,VGA videocall camera,No,No,v1.2,No,v2.0,10-Feb,Up to 450 h,Up to 5 h
LG,LG KF300,GSM,"2008, April. Released 2008, August",99 x 50 x 16 mm (3.90 x 1.97 x 0.63 in),97 g (3.42 oz),2.2 inches (~30.3% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,"microSD, up to 2 GB (dedicated slot)",10 MB,2 MP,No,No,No,Yes,No,Yes,10-Feb,Up to 200 h,Up to 2 h
LG,LG KM500,GSM,"2008, February. Released 2008, March",101.5 x 48 x 15 mm (4.00 x 1.89 x 0.59 in),155 (5.47 oz),2.0 inches (~25.4% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,microSD (dedicated slot),50 MB,"2 MP, LED flash",No,Yes,No,v2.0,No,Yes,10-Feb,Up to 250 h,Up to 3 h
LG,LG KM386,GSM,"2008, May. Released 2008",108 x 48 x 13 mm (4.25 x 1.89 x 0.51 in),79 g (2.79 oz),1.7 inches (~17.3% screen-to-body ratio),240 x 320 pixels (~235 ppi pixel density),,,,,microSD (dedicated slot),32 MB,1.3 MP,No,Yes,No,"v2.0, A2DP",No,v2.0,10-Feb,Up to 250 h,Up to 3 h
LG,LG KM380,GSM,"2008, June. Released 2008, July",108 x 48 x 13 mm (4.25 x 1.89 x 0.51 in),79 g (2.79 oz),2.0 inches (~23.9% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,"microSD, up to 32 GB (dedicated slot), 512 MB included",40 MB,1.3 MP,No,Yes,No,v2.0,No,v2.0,10-Feb,Up to 250 h,Up to 3 h
LG,LG KM338,GSM,"2008, February. Released 2008",108 x 46 x 12.9 mm (4.25 x 1.81 x 0.51 in),,2.0 inches (~24.9% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,microSD (dedicated slot),40 MB,1.3 MP,No,No,No,v2.0,No,v2.0,,,
